Text,Lexicon,Emotion,Sentiment,Mood
hindustan rehte exam time tumhari family shadi eisa saktaw,shadi(ru),Anticipation,Positive,Good
zaruri nhe shadi mea piyaar piyaar mea shadi,shadi(ru),Anticipation,Positive,Good
hardest thing shadi darzi chakar,shadi(ru),Anticipation,Positive,Good
shadi gya picture hen yar,shadi(ru),Anticipation,Positive,Good
meko shadi karni,shadi(ru),Anticipation,Positive,Good
bar shadi hojane doo dikha donga twin bachy kesy krte,shadi(ru),Anticipation,Positive,Good
opmshoots raaj mirpurion shadi horahi mijal banda lag,shadi(ru),Anticipation,Positive,Good
derdi nedir son baharin neden soldurur glleri nerden bulur insanlar ben mutsuzken glnecek eyleri,son(eu),Neutral,Neutral,Moderate
shadi krado bs,shadi(ru),Anticipation,Positive,Good
bhae biwi wala course hua soch smajh shadi krna,shadi(ru),Anticipation,Positive,Good
mochain rakh wali shadi taswerain ghr jayen gye,rakh(ru),Fear,Negative,Bad
ladke mandir kyu jaate shadi pehle achhi ladki milne shaadi baad manga puchhne,shadi(ru),Anticipation,Positive,Good
desi family gharr khana kha jao shadi khaoo,khana(ru),Neutral,Neutral,Moderate
thk arti shadi saal haiye prem jotishi glt bhawswani,shadi(ru),Anticipation,Positive,Good
time shadi bache paalna saal bachi paalne behtr,shadi(ru),Anticipation,Positive,Good
instagram kholo shadi horhi hoti,shadi(ru),Anticipation,Positive,Good
kon meray saath bhangra shadi,shadi(ru),Anticipation,Positive,Good
twitter adhi awam depression basically unka comparison others hota shadi adhon clinical depression cure hua hota,shadi(ru),Anticipation,Positive,Good
half lums people know know gotten engagedmarried scene bhaiyobehno corona ziada taizi shadi fever phail,shadi(ru),Anticipation,Positive,Good
marrying boy nice prr shadi krna cant even imagine,shadi(ru),Anticipation,Positive,Good
lums shadi stat course parhaya jata maam wana enroll,shadi(ru),Anticipation,Positive,Good
marrying girl nice prr shadi krna cant even imagine,shadi(ru),Anticipation,Positive,Good
part time shadi jaisa kuch hona chahiye,shadi(ru),Anticipation,Positive,Good
baith jata hun wahan shadi baat rhee jahan,shadi(ru),Anticipation,Positive,Good
mujhe shadi,shadi(ru),Anticipation,Positive,Good
male frnd shadi itni zaida excited shadi jaye,shadi(ru),Anticipation,Positive,Good
shadi krwao churri zeher loonga,shadi(ru),Anticipation,Positive,Good
ghar side milaad horhe trf shadi naat sununn ganayy,shadi(ru),Anticipation,Positive,Good
choro shadi aao pubg khelien,choro(ru),Anger,Negative,Bad
shadi krlunga maa baap marzi bewaon tarhan zindagi guzar naam kitab likha,shadi(ru),Anticipation,Positive,Good
girl nowadays dunia larkon saath flirt akhr shadi khala betay chacha betay,shadi(ru),Anticipation,Positive,Good
majbooriyan sirf shadi nam hoti mohabbat baton chasky letay waqt maa heart fail hota baap izzat kharab hoti,shadi(ru),Anticipation,Positive,Good
aunty gym like shadi hui lagta apko gym permission mil gai bai ajeebb shadi,shadi(ru),Anticipation,Positive,Good
imran khan shopping manyavar kam karke laga bhaiya agli shadi yahi lenge,khan(ru),Fear,Negative,Bad
aisa lagta neha kakkar instagram post shadi,shadi(ru),Anticipation,Positive,Good
saal sardiya phir agai shadi imkan nazar araha,shadi(ru),Anticipation,Positive,Good
log beeraadari bahir shadi soch nahin sakta saal bachi forced conversion shadi defend rahay,shadi(ru),Anticipation,Positive,Good
uski shadi jyngy jisse khud shadi krna chahty thy,shadi(ru),Anticipation,Positive,Good
gulzar ahmed maloom shadi haal kitny groo chulha jalta nahe haal waiter ghar partner ghar total 1314 ghar ghr kum kum afraad 104 afraad muh rizq cheen rahy sirf apnay judicial complex,shadi(ru),Anticipation,Positive,Good
twitter need plot plot weekend shadi hamid tcw want character badly,shadi(ru),Anticipation,Positive,Good
girl really need understand university assignment haii tumhari shadi card itna sajaa,shadi(ru),Anticipation,Positive,Good
parhai hamari shadi hamari future hamara tension rishtedaron,parhaai(ru),Trust,Positive,Good
shadi sirf faida baad bataonga howi,shadi(ru),Anticipation,Positive,Good
jisy season shadi rhi,shadi(ru),Anticipation,Positive,Good
thak gayi bhaisab zindgi 2nd last shopping shadi shopping krungi direct,shadi(ru),Anticipation,Positive,Good
venue decide gya khana milega shadi ghr kha ana pdega,khana(ru),Neutral,Neutral,Moderate
shadi season full swing called sop closing 10pm expected statement,shadi(ru),Anticipation,Positive,Good
shadi umar hogyi,shadi(ru),Anticipation,Positive,Good
zarori mohabbat shaadi shadi mohabbat,mohabbat(ru),Joy,Positive,Good
girl single used post funny tweet relationship marriage week pehly iskii shadi hui shes posting someone thing,shadi(ru),Anticipation,Positive,Good
poet shadi mat karna sali poetry rhi hogi tmhe taunt feel rhy hongae bilawajah,shadi(ru),Anticipation,Positive,Good
pakistan usky mazafat shadi season start honay waqt chuka,shadi(ru),Anticipation,Positive,Good
beta pyar direct shadi,pyar(ru),Joy,Positive,Good
people india excited halloween like american excited satyanarayana pooja begani shadi abdulla diwana,shadi(ru),Anticipation,Positive,Good
log bol rahey hen larki khud gai apani marzi aggar larki hamarey ghar 44saal sakhs shadi karti konse maa baap manta sach zarbardasti shadi,shadi(ru),Anticipation,Positive,Good
honestly shadi hamid still taken seriously enough monumental wrongness libya people upset writes flabbergasts therere never repercussion wildly incompetent warmonger,shadi(ru),Anticipation,Positive,Good
frens think shadi leni chahye khud chai bana bana thak gaye hun,shadi(ru),Anticipation,Positive,Good
seedha shadi wali hui kapil boyfriend badi sidhanto wali ladki,shadi(ru),Anticipation,Positive,Good
dil chah shadi uspe tappay gaaoon,shadi(ru),Anticipation,Positive,Good
muu bana shadi nae ghr akeli bethi houn kuch krny nae,shadi(ru),Anticipation,Positive,Good
shadi rhi mangni toe din rakhy rhy toe dekhny rhy hinata kch,shadi(ru),Anticipation,Positive,Good
play chess let fun begin,fun(ru),Anticipation,Positive,Good
mbbs 4th year chor shadi krny scope asking friend,chor(ru),Disgust,Negative,Bad
ladki shadi karvake manegi,shadi(ru),Anticipation,Positive,Good
shadi kara bhai inn log paka,shadi(ru),Anticipation,Positive,Good
beth jata waha horahi shadi baat jaha,shadi(ru),Anticipation,Positive,Good
shadi family mujhy shadi jana hyy,shadi(ru),Anticipation,Positive,Good
taufique maa murderer nikita chandre shekhar rawan pasand gyi reliegen change karke shadi karegi isse goli mar den,maa(ru),Trust,Positive,Good
jitna marzi wala flirt shadi uski moj,shadi(ru),Anticipation,Positive,Good
nasir khan jan shadi gai mashallah mashallah donu khush rakhy,khan(ru),Fear,Negative,Bad
people saying indian halloween manate blah blah people aage jake ghar shadi naraaz foofaji role play karenge,shadi(ru),Anticipation,Positive,Good
pretty messed john mulaney said agree 100 shadi hamid tweet snl monologue,shadi(ru),Anticipation,Positive,Good
greeb shadi soch skta,shadi(ru),Anticipation,Positive,Good
presume shadi checked deluge deserved mockery refusal identify right wing populism core fascism continuous moderate conservative toleration fascism1,shadi(ru),Anticipation,Positive,Good
chly sbki shadi krwa,shadi(ru),Anticipation,Positive,Good
boriyat bhaee shadi bula,boriyat(ru),Sadness,Negative,Bad
helppopp,lex not found,Neutral,Neutral,Moderate
shadi itna easy event itna bara tamasha bna dia,shadi(ru),Anticipation,Positive,Good
shadi itna haseen laguga dulhan cznz kahengi kaash dulha hota,shadi(ru),Anticipation,Positive,Good
magar aurat inkar usi roz rat logo shadi taqreeb jana ladkiyo makup,shadi(ru),Anticipation,Positive,Good
beauty parlour 900 rupee kharch kiye khayal shadi mehfil hamari khoob taarife hogi hamari khoobsurti geet jayge magar waha munh lagaya waha khayal magan,shadi(ru),Anticipation,Positive,Good
hello everyone please take look making important announcementone pagal friend nikkahfide mashaallah december shadi pagal congratulation pagall khush raho sada aesy hansty muskuraty raho,pagal(ru),Anger,Negative,Bad
shadi rat gaye subah uth banawat khoobsurti dhona thaa udar dhoya 900 rupee pani bahaye gaye udhar khabar aati beemar aurat ilaj raqm wajah zindagi hath dho bethi mot luqma bana liya,shadi(ru),Anticipation,Positive,Good
pakistani larkiyon alag swag beard waly larky pasand magar molvi hazrat shadi krna chahti,alag(ru),Disgust,Negative,Bad
cousin kamray tyaar krwa leay shadi pehlay furniture nahe lia co jahez aaiga bhar bhar,shadi(ru),Anticipation,Positive,Good
barr shadi hojany couple goal hote bataungi,shadi(ru),Anticipation,Positive,Good
shadi said coochie sad miss coochie dad,shadi(ru),Anticipation,Positive,Good
mtlb tmlg shadi waja ghr khna shi bna,mtlb(ru),Neutral,Neutral,Moderate
whenever hear conversation sister mother wonder shadi baad samajik hojata,shadi(ru),Anticipation,Positive,Good
koii bnda reh gya jisny shadi attend nahiin plz,shadi(ru),Anticipation,Positive,Good
mery saal choti larki shadi horehe khush larki mjhy dukh,shadi(ru),Anticipation,Positive,Good
humari sister safety yaqeeni banayen boyfriend girlfriend culture rok tham zaroorat 18th year jayen parent shadi fikr karen tarah unmarried weman shadi karwai jaye tabhi society country taraqqi sakti,yaqeen(ru),Trust,Positive,Good
tal enamoras la locuras ma,lex not found,Neutral,Neutral,Moderate
shadi waqt muqarar usi waqt hogi mairi rishty daaron logon appeal bar bar mat pocha karen shadi karhi irritated,shadi(ru),Anticipation,Positive,Good
shadi elle est forte tenir tant que fan travis mais elle cbler force,shadi(ru),Anticipation,Positive,Good
sid shadi krlo jaldi achhi ladki dhundh industry toh sone suhagahogi toh skte managepar karlo pls remember said hamare sidharth peeche bahut sarey log pade sach,shadi(ru),Anticipation,Positive,Good
want bestfriend bolay agar life mile toh dono shadi lenge atleast hope rahegii,shadi(ru),Anticipation,Positive,Good
shadi janey dil,shadi(ru),Anticipation,Positive,Good
boy obsession ghr bnake shadi kroga,shadi(ru),Anticipation,Positive,Good
ghar paas mehndi horhi ham invited btw mujhe pta shadi phr jana mene gaano awaze arhi ghar,shadi(ru),Anticipation,Positive,Good
finally good news 2020 phopho beti shadi hogai sukoon mehsoos,shadi(ru),Anticipation,Positive,Good
czn waise shadi rai dosra czn dosri shadi chakar hia socch raa kahein family waly mjhy ragra laga dein prayer needed,shadi(ru),Anticipation,Positive,Good
neha kakkar shadi hogayi pura insta barbad hogaya,shadi(ru),Anticipation,Positive,Good
wife photo aayi phirse shadi,shadi(ru),Anticipation,Positive,Good
jinko baho rupe ghr izzat balky masi chye unko free mashwara gareeb ghr larki bechareeyah jharo phoucha bartan ghr subka pait palti hainapny bety bhai shadi krwadainbahu bahu nokrani nokrani,mashwra(ru),Trust,Positive,Good
paper tyri shadi,shadi(ru),Anticipation,Positive,Good
jahan log aurat marzi shadi nahe dete jahan choti choti baat honor killing hoti wahan saal bachi consent ahmeyat rhy hein tell lot double standard,shadi(ru),Anticipation,Positive,Good
phupobeta kitna parho mejab bety shadi jati,shadi(ru),Anticipation,Positive,Good
molvi saab pasand shadi krni nikah parha dyn molvi saab dulha kahan hun hun,shadi(ru),Anticipation,Positive,Good
agar shadi paper may rakhni hoti bhai shopping kio karwaray,shadi(ru),Anticipation,Positive,Good
4600 1234567891011213141516171819202122324,lex not found,Neutral,Neutral,Moderate
shadi itna haseen laguga dulhan cznz kahengi kaash dulha hota,shadi(ru),Anticipation,Positive,Good
yar halki phulki shadi kra sardiya guzarne,shadi(ru),Anticipation,Positive,Good
shaadi season shadi lay mujhy bola lay really want attend shadi,shadi(ru),Anticipation,Positive,Good
totally recommend paying zero attention marriage discourse possible noevent shadi confuses everyone never bother whatever marriage fantasy contentedly otherwise living,shadi(ru),Anticipation,Positive,Good
pochna kra rhe shadi,shadi(ru),Anticipation,Positive,Good
mtlb tmhary exam beech khandan shadi hoti,mtlb(ru),Neutral,Neutral,Moderate
lgta shadi apki behan nazr lag gai,shadi(ru),Anticipation,Positive,Good
krun shadi,shadi(ru),Anticipation,Positive,Good
nain shadi krnii loud clear,shadi(ru),Anticipation,Positive,Good
bhrwon tmhri pasand ghr khana banta tmah lgta tmhri pasand shadi hogi,khana(ru),Neutral,Neutral,Moderate
shadi baad shakl apny shohar dikhayein dekhein maskeeno khush rhny dein,shadi(ru),Anticipation,Positive,Good
kaha pasand shadi krogy bai pasand lota khareeda,shadi(ru),Anticipation,Positive,Good
uska last message aaya feb shadi november well well well,aaya(ru),Trust,Positive,Good
want mehnga wala lehnga wedding mereko shadi krna,shadi(ru),Anticipation,Positive,Good
bajiya dusro mngnyioo achy rishta jaltii hyinallah unki jldi shadi krawyein bussnies man,jldi(ru),Anticipation,Positive,Good
need frnd bola agar tujhe koye nhii mili shadi karu atleast hope tho koye,shadi(ru),Anticipation,Positive,Good
proud hona hindu bachiyo mardiya jata saal bachi saal mulla zabardasti islam kabul karake shadi karleta delhi officer marke nale fek dete hindu sachai baato proud feel hindu hona paap,zabardsti(ru),Anger,Negative,Bad
shadi fancy dress keya makeup simple lawn waghera kitna weird lagta naa,shadi(ru),Anticipation,Positive,Good
people secret msg box write chutiya etc etc haan bhai hoon chutiya tujhe problem jaise mummy shadi karani mujhse,bhai(ru),Trust,Positive,Good
friend shadi gya kiski shadi pata friend dulhan kaisi pata friend khana kaisa toh bahut mast chicken leg piece dabaa khaye subah bhukh lagi,shadi(ru),Anticipation,Positive,Good
uth chli jati hun waha shadi hori jahan,shadi(ru),Anticipation,Positive,Good
2050 hindu india vilupat jayege secularism orliberalism vajah agar hindu bachiyo mardo saal muslim budha zabardasti islam kabul karake shadi karle tab hindu galat darpok hindu sochta hua bach gya,zabardsti(ru),Anger,Negative,Bad
kitne logo mil lokitni baar mil lokitno chakkar chalaoshadi jiske likhi honi usi haibekar kehna mil jatajatiye mil jatajatijo milna hota wohi milta thick thin tallshort goodbad jaisa wohi,milna(ru),Trust,Positive,Good
beloved friendsaj shubh gadi chuki jiska sabhi besabri intezar kuch samay shadi mandab jankari sabi dedi jayegi badi mehnat lagi mandap jugad kahi pandit bagh jaye shadi galia bakna,intezaar(ru),Anticipation,Negative,Good
rona kesy ayy apny dost shadi rhi beti rhi engagement dur dur tkk scene,rona(ru),Sadness,Negative,Bad
indian mom like tumare age shadi hogayi,shadi(ru),Anticipation,Positive,Good
shadi wala weekend,shadi(ru),Anticipation,Positive,Good
paas job larki chahiye batade job permenant whole life pay poori poori milegi mange jaegi job mughse shadi karni bs,shadi(ru),Anticipation,Positive,Good
celebrity shadi hote pura desh unki pic daalke daalte bsdko celebrity cholke baaki sbka divorce jaata,shadi(ru),Anticipation,Positive,Good
mubarak tumko shadi tumhari sada khush rahoo dua hamari,mubarak(ru),Anticipation,Positive,Good
pakistani people celebrating halloween like begani shadi abdullah dewaana,shadi(ru),Anticipation,Positive,Good
mene suna dhinchak pooja shadi baat selmon bhoi chal,shadi(ru),Anticipation,Positive,Good
